County,Sector,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,Total Usage
MENDOCINO,Residential,301.931564,287.161064,289.23384,305.597853,300.651868,293.986489,295.273594,324.468682,333.123665,337.310633,339.793102,340.224275,338.607974,330.977652,313.985773,295.302796,284.79959,265.28206,264.12295,256.266858,279.353547,271.113427,259.8776,249.440907,253.17554,235.357224,240.739424,243.797244,239.200107,249.050097,248.23828,8867.445679
MENDOCINO,Total,581.673053,562.057987,566.354997,587.13154,579.584533,567.180032,564.286927,593.405113,601.928374,603.500075,600.429536,601.976133,617.276708,613.797474,710.860477,701.674193,572.101393,544.819513,559.917032,565.2337,637.469258,627.462134,577.669838,610.440603,596.321226,560.420063,570.663732,577.547572,565.766058,560.856163,585.547341,18365.35278
YUBA,Non-Residential,315.146154,286.972867,284.680316,276.891941,267.43873,269.037235,273.711156,276.776936,265.552304,262.48725,261.492665,307.010995,263.236368,276.50608,339.463987,334.822025,290.965118,206.742143,457.177985,348.966719,350.347205,462.152821,294.566622,291.679399,306.485791,284.006126,303.53084,289.966296,322.863967,323.93479,310.46308,9405.075911
YUBA,Residential,251.861806,225.30908,219.788601,229.153606,215.020015,210.026148,214.946328,212.640647,215.81625,208.887004,203.82551,205.384934,200.14801,198.684861,193.672975,183.288672,171.57785,158.19805,154.456146,148.306897,155.189816,151.844232,148.137424,146.173412,148.199468,139.638867,141.866205,140.554885,141.72157,139.556078,137.659067,5611.534414
YUBA,Total,567.007959,512.281946,504.468917,506.045547,482.458745,479.063382,488.657485,489.417583,481.368553,471.374254,465.318176,512.395929,463.384378,475.190941,533.136962,518.110696,462.542968,364.940192,611.634131,497.273616,505.537021,613.997052,442.704047,437.852811,454.685259,423.644993,445.397045,430.521181,464.585537,463.490868,448.122147,15016.61032
SACRAMENTO,Non-Residential,5902.314902,6205.705744,6199.435942,6231.213665,6047.139444,6184.461397,6252.99215,6122.166209,6106.598781,6096.939737,6186.325919,6262.636663,6390.974925,6416.949082,6238.311536,6132.87597,5916.770522,5662.606197,5460.999286,5516.924892,5593.113277,5565.037137,5292.986317,5274.811552,5165.556317,5024.456238,4929.608464,4932.09755,4936.361466,4779.498052,4784.024951,177811.8943
SACRAMENTO,Residential,5160.932169,4714.243582,4719.3739,5161.568996,4784.432043,4726.28098,4723.562786,4683.697017,4681.783326,4631.227213,4525.143494,4727.228964,4711.968941,4651.807225,4763.025482,4577.294682,4424.098794,4380.097321,4103.329307,4035.046201,4140.969208,3958.393622,3983.332549,3837.197079,3865.55154,3581.202568,3694.828431,3650.245317,3634.599466,3617.630125,3625.074714,134475.167
SACRAMENTO,Total,11063.24707,10919.94933,10918.80984,11392.78266,10831.57149,10910.74238,10976.55494,10805.86323,10788.38211,10728.16695,10711.46941,10989.86563,11102.94387,11068.75631,11001.33702,10710.17065,10340.86932,10042.70352,9564.328593,9551.971093,9734.082484,9523.430758,9276.318865,9112.008631,9031.107857,8605.658806,8624.436896,8582.342867,8570.960932,8397.128177,8409.099665,312287.0613
DEL NORTE,Non-Residential,86.875604,93.092692,92.805494,94.153699,92.362672,95.752235,93.307921,99.444234,100.004484,105.835595,108.208779,108.411081,113.254197,121.662221,108.669652,106.892357,112.771936,98.687201,100.219477,105.214511,122.873881,109.232731,107.553034,105.919114,107.879753,102.987081,103.611343,105.320957,105.410068,106.598321,101.667808,3216.680133
DEL NORTE,Residential,118.510243,117.161857,114.235067,122.785745,112.34371,116.134032,110.111431,126.534214,127.753526,132.186776,133.518931,132.958327,136.508596,133.57967,127.833022,122.831577,121.90901,121.608702,117.067626,114.904332,113.613677,112.136921,110.065812,107.696817,139.830574,106.56661,110.776041,116.229421,106.383258,104.812778,90.982237,3679.57054
DEL NORTE,Total,205.385847,210.254549,207.040561,216.939444,204.706383,211.886267,203.419352,225.978448,227.758011,238.022371,241.72771,241.369408,249.762793,255.241891,236.502674,229.723934,234.680946,220.295903,217.287103,220.118843,236.487557,221.369652,217.618846,213.615931,247.710327,209.553691,214.387384,221.550379,211.793326,211.411099,192.650044,6896.250674
SAN JOAQUIN,Non-Residential,3621.173289,3742.333356,3852.227996,3769.771504,3703.674949,3427.730641,3479.088708,3817.215316,3610.428608,3572.450921,3515.491485,3593.612615,3610.87152,3745.930629,4066.28028,4080.754786,3771.085332,3336.345797,3730.53107,3691.195079,3705.473337,3979.863261,3156.430289,3421.327141,3230.273864,3176.272082,2805.244824,3054.979564,2615.142395,2487.108299,2708.302794,108078.6117
SAN JOAQUIN,Residential,2115.736915,1871.668876,1821.344051,1873.353096,1763.123313,1747.488416,1765.61984,1739.895506,1752.784688,1707.288934,1684.009704,1726.254326,1706.55756,1700.716166,1715.405705,1651.965702,1631.724399,1575.137208,1474.052004,1410.463039,1461.392888,1381.496931,1359.676681,1320.510486,1309.102617,1213.722881,1193.755366,1202.847795,1202.71199,1183.308681,1160.007393,48423.12316
SAN JOAQUIN,Total,5736.910204,5614.002232,5673.572047,5643.1246,5466.798262,5175.219057,5244.708548,5557.110821,5363.213295,5279.739856,5199.501189,5319.866941,5317.429079,5446.646795,5781.685985,5732.720487,5402.80973,4911.483005,5204.583073,5101.658118,5166.866225,5361.360192,4516.10697,4741.837626,4539.376481,4389.994962,3999.00019,4257.827359,3817.854385,3670.41698,3868.310187,156501.7349
SONOMA,Non-Residential,1521.089534,1616.50417,1672.942332,1694.509351,1659.384657,1663.973879,1663.206525,1632.113825,1581.480763,1540.572661,1533.836841,1534.018896,1639.155231,1645.300206,1563.088597,1517.954211,1635.911833,1566.203694,1615.744777,1517.867783,1652.231533,1547.922979,1439.434152,1444.579857,1396.903899,1323.958157,1297.968038,1284.808771,1273.231919,1211.898157,1239.875024,47127.67225
SONOMA,Residential,1346.565909,1275.568954,1256.915722,1327.917707,1302.699184,1283.447442,1289.126524,1348.476449,1356.311974,1360.674594,1347.053875,1321.733571,1304.753762,1273.422245,1300.047594,1230.346511,1226.113177,1187.360963,1152.632856,1117.003156,1199.609278,1191.103783,1140.427771,1099.953577,1061.282895,1032.481043,1024.717927,1027.350417,989.660199,998.355312,987.923198,37361.03757
SONOMA,Total,2867.655443,2892.073124,2929.858054,3022.427058,2962.083841,2947.421321,2952.333048,2980.590273,2937.792738,2901.247255,2880.890716,2855.752467,2943.908994,2918.722451,2863.136191,2748.300722,2862.02501,2753.564658,2768.377633,2634.870939,2851.840811,2739.026762,2579.861923,2544.533434,2458.186794,2356.4392,2322.685965,2312.159188,2262.892118,2210.253469,2227.798222,84488.70982
SOLANO,Non-Residential,2128.972086,2159.033003,2222.59266,2138.861183,2192.198199,2194.873532,2206.479601,2205.17249,2171.147362,2107.414973,2056.879668,2151.177427,2145.647082,2327.633297,2112.092056,2119.988042,2064.035729,1972.37688,1948.555723,1909.093438,2063.969007,2056.738292,1815.065891,1727.905705,1741.556807,1764.508649,1779.039515,1732.083379,1773.95018,1727.166276,1887.868643,62604.07678
SOLANO,Residential,1191.820607,1064.360688,1033.242007,1074.084694,1019.918754,1015.819091,1010.184908,1021.517745,1020.557171,1013.640572,1003.588325,1021.349923,1030.177625,1012.074765,1053.054876,1000.05148,989.51094,990.785491,908.865426,877.677065,939.742886,904.291865,880.819095,854.771901,843.261815,792.330617,778.884335,796.996857,763.352506,760.420748,753.056817,29420.2116
SOLANO,Total,3320.792693,3223.393691,3255.834667,3212.945878,3212.116954,3210.692623,3216.664509,3226.690235,3191.704533,3121.055545,3060.467992,3172.527351,3175.824707,3339.708063,3165.146932,3120.039523,3053.546669,2963.162371,2857.421149,2786.770503,3003.711893,2961.030157,2695.884986,2582.677606,2584.818623,2556.839267,2557.923851,2529.080236,2537.302686,2487.587024,2640.925459,92024.28838
SAN FRANCISCO,Non-Residential,3462.10194,4155.441367,4176.315189,4251.431223,4294.099352,4368.669488,4406.690873,4386.229371,4366.790225,4381.934969,4241.297901,4161.877224,4246.321789,4159.396012,3843.212954,3927.054392,3700.651324,3621.409729,3688.847007,3660.86273,3867.520555,3761.26226,3463.161755,3813.17863,3726.593292,3691.417327,3602.857491,3719.937452,3702.172356,3723.258605,3766.371879,122338.3667
SAN FRANCISCO,Residential,1563.597203,1476.420133,1451.224081,1469.803128,1454.518274,1430.612561,1436.932739,1501.566255,1511.478198,1523.910903,1517.897477,1501.176265,1484.213223,1467.396097,1490.984492,1444.351134,1381.16155,1363.706397,1365.719387,1345.607597,1414.775759,1431.182896,1355.956962,1315.529271,1273.247416,1280.02107,1257.32892,1252.797683,1210.064743,1244.609201,1218.10055,43435.89157
SAN FRANCISCO,Total,5025.699142,5631.8615,5627.53927,5721.234352,5748.617626,5799.282049,5843.623613,5887.795626,5878.268424,5905.845873,5759.195378,5663.053489,5730.535012,5626.792109,5334.197446,5371.405525,5081.812874,4985.116126,5054.566394,5006.470327,5282.296314,5192.445156,4819.118716,5128.707901,4999.840708,4971.438397,4860.186411,4972.735135,4912.237099,4967.867806,4984.472429,165774.2582
AMADOR,Non-Residential,199.097598,180.055291,167.407601,170.12096,173.850968,152.673577,156.354232,170.890839,180.797122,169.961139,175.707844,184.012851,187.96675,179.87576,165.135029,160.668935,165.141794,142.221056,135.653067,184.203332,234.823388,210.300322,202.30153,202.236642,215.584166,250.567387,240.483146,243.300856,229.51319,229.7945,210.889226,5871.590098
AMADOR,Residential,151.826812,138.743791,137.221822,143.779929,135.749855,132.933242,134.842253,139.540785,141.108452,140.263909,139.932189,142.930479,144.125348,142.618754,142.547292,134.400466,135.642939,129.159358,126.437913,121.403726,127.238094,124.602037,123.223191,114.815322,115.017917,110.744724,110.372675,109.035503,105.907059,108.875556,105.093388,4010.13478
AMADOR,Total,350.924409,318.799082,304.629423,313.900889,309.600823,285.606819,291.196485,310.431624,321.905574,310.225048,315.640033,326.94333,332.092098,322.494513,307.682321,295.069401,300.784733,271.380414,262.09098,305.607058,362.061481,334.902359,325.524721,317.051964,330.602083,361.312111,350.855821,352.336359,335.420249,338.670056,315.982614,9881.724875
